words;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15
new_docs;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.897809e-06;0.0;0.0;0.0;5.1135345e-07
pug;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3609776e-05;0.0;0.0;2.0447917e-06
adh;8.631459e-06;2.5980144e-05;0.0;0.0;0.0;8.947967e-06;0.0;0.0;0.0;0.0;0.0;0.0;1.1395095e-09;0.0;3.0670835e-06
itn;8.853078e-06;6.3775005e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.110544e-06;0.0;0.0;7.4794575e-06;2.0447917e-06
ree;0.0;0.0;3.482115e-05;3.5843612e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.7654015e-06;0.0;0.0;3.5782298e-06
noo;0.0;0.0;2.180486e-05;0.0;2.6761747e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.57823e-06
moo;0.0;2.047116e-08;0.0;0.0;1.692516e-05;9.650455e-05;0.0;0.0;0.0;0.0;0.0;0.0;1.2038306e-15;0.0;7.1562517e-06
ica;0.0;0.0;0.0;4.944927e-06;0.0;0.0;0.0;0.0;0.0;4.7748163e-05;0.0;0.0;0.0;0.0;3.067084e-06
poi;0.0;0.0;1.1962576e-05;0.0;0.0;0.0;2.3732712e-06;1.4959223e-05;0.0;0.0;0.0;0.0;0.0;0.0;2.5559377e-06
alb;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3479548e-05;0.0;0.0;0.0;0.0;2.044792e-06
site;1.1423494e-05;2.7410452e-13;0.0;5.6637193e-05;0.00017794558;0.00014645798;0.0;0.0;0.0047502117;0.00073614926;0.00015598776;0.0003420415;0.0;5.0100236e-05;0.0004722992
help;0.00067061075;0.0047304137;0.0011520652;6.360093e-05;0.0009632855;0.0030622946;0.0005936849;0.00071910594;0.003213142;0.00067519024;0.0036279052;0.0006995937;0.0010033954;0.00090191275;0.0015865986
look;0.0009161865;0.003623775;0.0032495172;9.531124e-05;0.0020120267;0.0010643005;0.001355322;0.0013471453;0.0042052963;0.001814823;0.003263523;0.0005582182;0.0054535205;0.0008170854;0.0022081516
plea;0.0005696918;0.0047610374;0.00048258697;8.886352e-05;0.00044769322;0.0005439988;0.0010905722;0.0010765312;0.0046691922;0.0;0.00094641745;0.0011736647;0.0014975206;0.0010447958;0.0014189401
tech;0.0001217561;0.0006763631;3.827679e-05;0.0;0.0;7.847286e-05;6.4552287e-06;0.00010298466;6.713223e-05;0.00014902817;4.644394e-05;0.00013876874;0.0001388196;0.0;0.00011398578
bear;7.3794734e-05;0.0;5.1416064e-05;0.0;0.00012404968;0.0;0.00031818432;0.0013688455;2.6808066e-16;0.00013849177;0.00016229656;0.0;7.681287e-05;0.00026960863;0.00023921655
data;0.0033344303;0.0016120246;0.00033216923;0.0;0.0;0.0005178906;0.0;0.00034660747;0.005927857;0.0023716127;0.0010401777;7.6536175e-08;0.0;0.0;0.0010861858
gile;6.9824106e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.1148036e-06;0.0;0.0;1.9357222e-14;0.0;4.600522e-06
make;0.0037644098;0.0029541706;0.0028139967;0.0;0.0010891992;0.0026424525;0.0032720258;0.00575453;0.0013433057;0.002312453;0.0037351968;2.425035e-07;0.003818088;0.0030272244;0.0028317499
math;0.00010937092;0.0005433039;0.00015337847;0.0;5.4613196e-05;0.0;9.272581e-05;0.0001381221;0.00089368253;0.00015331402;0.0;0.00020812213;0.0;0.0003753206;0.00020343633
nmsu;0.00058345083;0.00012674097;0.0;1.4267826e-05;0.0;0.0;0.0;0.0;6.2650935e-05;0.0;0.0;0.0;1.001461e-05;0.0;5.1625957e-05
take;0.0019409349;0.0014589649;0.0018704531;0.0;0.0018061048;0.003017063;0.002163255;0.002606379;0.0007012529;0.0015507339;0.0010628677;0.00021742065;0.002859396;0.0018658176;0.0017695873
aerg;0.0;5.961422e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.600522e-06
cica;0.0;0.00021372641;0.0;0.0;0.0;0.0;0.0;0.0;0.0001172115;0.0;0.0005529224;0.0;0.0;0.0;6.1337734e-05
file;0.0005545623;0.0;0.0;0.00053611776;6.459944e-05;0.0;0.0;0.0;0.016773175;0.0;0.011337675;0.00059570116;0.0;0.0;0.0021222788
find;0.0017234188;0.0016478102;0.00083105266;0.0;0.0010519043;0.0019564445;0.0019980075;0.0014857615;0.0036138024;0.0014058809;0.0015068311;3.937141e-11;0.0012664563;0.00092026225;0.0014991905
high;0.0011161147;0.0017760328;0.0007928825;0.0;0.00018454244;0.0017737986;0.00043537084;0.0007110172;0.00089834904;0.0030723603;3.3864927e-07;0.0006897959;0.0015388217;0.00016003386;0.00092364114
icon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017454159;0.0;0.0;0.0;0.00011296349
know;0.0038695137;0.009244889;0.003561469;1.7836547e-14;0.004013429;0.004534651;0.0052774786;0.0031193912;0.0020852266;0.0019699123;0.0038229846;5.8129596e-10;0.005911795;0.0037013476;0.003940435
line;0.0017259298;0.0018497191;0.0012520147;0.0;0.00078530516;0.0002952943;0.00023572291;0.0005050989;0.0033619548;0.00068069866;0.0038138514;0.0;0.00079903594;0.0005383553;0.001131167
love;1.9452258e-07;0.00024907023;0.00027258598;0.0;0.00024966197;4.646884e-05;0.003742556;0.00022930515;9.651745e-06;1.6668664e-05;2.8087248e-05;0.0;0.0010283081;0.00014003245;0.0006266653
made;0.00076645886;0.0005831894;0.0016925808;0.0;0.0015830239;0.000721256;0.00172358;0.0014149611;0.00020826927;0.0009448567;0.00047676076;0.001494156;0.0012899959;0.0008790336;0.0010734061
mous;0.0;2.6908315e-12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005173065;0.0;0.0;0.0;0.00033480086
move;9.0199595e-05;0.00075012207;0.0011179607;0.0;0.00067842216;0.000181912;0.00010197499;0.00033829903;0.00021779363;0.00032619166;0.0018459426;0.0010172208;0.0010423973;0.000526052;0.0005755507
near;0.00018085509;0.0003226695;0.0002711689;0.0;0.0010442697;0.00024499572;9.660608e-05;0.0001457987;0.00015466391;0.0010983002;0.00010661786;0.0011582483;0.0007341018;0.00012220866;0.0003997165
